1,2,3,10,9,14,16
1,2,3,10,9,13,16
1,2,3,8,9,14,16
1,2,3,8,9,13,16
1,2,3,8,11,13,16
1,2,5,8,9,14,16
1,2,5,8,9,13,16
1,2,5,8,11,13,16
1,2,5,7,11,13,16
1,4,5,8,9,14,16
1,4,5,8,9,13,16
1,4,5,8,11,13,16
1,4,5,7,11,13,16
1,4,6,7,11,13,16
1,4,6,12,11,13,16
